Alloy formula;Alloy class;Cu;Al;Ag;B;Be;Ca;Co;Ce;Cr;Fe;Hf;La;Mg;Mn;Mo;Nb;Nd;Ni;P;Pb;Pr;Si;Sn;Ti;V;Zn;Zr;Tss (K);tss (h);CR reduction (%);Aging;Tag (K);tag (h);Secondary thermo-mechanical process;Hardness (HV);Yield strength (MPa);Ultimate tensile strength (MPa);Electrical conductivity (%IACS);DOI
Cu-2.5Ni-2.5Si;Cu-Ni-Si alloys;96.572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.34;0;0;0;1.09;0;0;0;0;0;1223;1;0;Y;773;2;N;195;;;23;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-2.5Si;Cu-Ni-Si alloys;96.572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.34;0;0;0;1.09;0;0;0;0;0;1223;1;0;Y;773;4;N;175;;;23;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-2.5Si;Cu-Ni-Si alloys;96.572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.34;0;0;0;1.09;0;0;0;0;0;1223;1;0;Y;773;7;N;162;;;23;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-2.5Si;Cu-Ni-Si alloys;96.572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.34;0;0;0;1.09;0;0;0;0;0;1223;1;0;Y;773;70;N;132;;;24;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-4.0Si;Cu-Ni-Si alloys;94.402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;1.83;0;0;0;0;0;1223;1;0;Y;773;0.033333333;N;209;;;16;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-4.0Si;Cu-Ni-Si alloys;94.402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;1.83;0;0;0;0;0;1223;1;0;Y;773;0.083333333;N;220;;;16;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-4.0Si;Cu-Ni-Si alloys;94.402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;1.83;0;0;0;0;0;1223;1;0;Y;773;0.166666667;N;215;;;16;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-4.0Si;Cu-Ni-Si alloys;94.402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;1.83;0;0;0;0;0;1223;1;0;Y;773;0.333333333;N;218;;;16;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-4.0Si;Cu-Ni-Si alloys;94.402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;1.83;0;0;0;0;0;1223;1;0;Y;773;1;N;212;;;16;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-4.0Si;Cu-Ni-Si alloys;94.402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;1.83;0;0;0;0;0;1223;1;0;Y;773;2;N;209;;;17;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-4.0Si;Cu-Ni-Si alloys;94.402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;1.83;0;0;0;0;0;1223;1;0;Y;773;4;N;177;;;17;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-4.0Si;Cu-Ni-Si alloys;94.402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;1.83;0;0;0;0;0;1223;1;0;Y;773;6;N;172;;;17;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-4.0Si;Cu-Ni-Si alloys;94.402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;1.83;0;0;0;0;0;1223;1;0;Y;773;21;N;158;;;17;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.8Si;Cu-Ni-Si alloys;98.283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.33;0;0;0;0;0;1223;1;0;Y;773;0.033333333;N;70;;;30;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.8Si;Cu-Ni-Si alloys;98.283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.33;0;0;0;0;0;1223;1;0;Y;773;0.083333333;N;70;;;31;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.8Si;Cu-Ni-Si alloys;98.283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.33;0;0;0;0;0;1223;1;0;Y;773;0.166666667;N;70;;;31;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.8Si;Cu-Ni-Si alloys;98.283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.33;0;0;0;0;0;1223;1;0;Y;773;0.333333333;N;67;;;30;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.8Si;Cu-Ni-Si alloys;98.283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.33;0;0;0;0;0;1223;1;0;Y;773;1;N;66;;;30;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.8Si;Cu-Ni-Si alloys;98.283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.33;0;0;0;0;0;1223;1;0;Y;773;2;N;68;;;30;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.8Si;Cu-Ni-Si alloys;98.283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.33;0;0;0;0;0;1223;1;0;Y;773;4;N;69;;;31;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.8Si;Cu-Ni-Si alloys;98.283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.33;0;0;0;0;0;1223;1;0;Y;773;8;N;75;;;32;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.8Si;Cu-Ni-Si alloys;98.283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.33;0;0;0;0;0;1223;1;0;Y;773;22;N;86;;;35;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-1.3Si;Cu-Ni-Si alloys;97.128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.32;0;0;0;0.56;0;0;0;0;0;1223;1;0;Y;773;0.033333333;N;130;;;67;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-1.3Si;Cu-Ni-Si alloys;97.128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.32;0;0;0;0.56;0;0;0;0;0;1223;1;0;Y;773;0.083333333;N;164;;;51;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-1.3Si;Cu-Ni-Si alloys;97.128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.32;0;0;0;0.56;0;0;0;0;0;1223;1;0;Y;773;0.166666667;N;179;;;45;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-1.3Si;Cu-Ni-Si alloys;97.128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.32;0;0;0;0.56;0;0;0;0;0;1223;1;0;Y;773;0.333333333;N;186;;;44;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-1.3Si;Cu-Ni-Si alloys;97.128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.32;0;0;0;0.56;0;0;0;0;0;1223;1;0;Y;773;1;N;185;;;43;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-1.3Si;Cu-Ni-Si alloys;97.128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.32;0;0;0;0.56;0;0;0;0;0;1223;1;0;Y;773;2;N;186;;;40;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-1.3Si;Cu-Ni-Si alloys;97.128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.32;0;0;0;0.56;0;0;0;0;0;1223;1;0;Y;773;4;N;185;;;40;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-1.3Si;Cu-Ni-Si alloys;97.128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.32;0;0;0;0.56;0;0;0;0;0;1223;1;0;Y;773;7;N;184;;;37;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-1.3Si;Cu-Ni-Si alloys;97.128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.32;0;0;0;0.56;0;0;0;0;0;1223;1;0;Y;773;22;N;176;;;36;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-2.0Si;Cu-Ni-Si alloys;95.339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;0.89;0;0;0;0;0;1223;1;0;Y;773;0.033333333;N;203;;;32;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-2.0Si;Cu-Ni-Si alloys;95.339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;0.89;0;0;0;0;0;1223;1;0;Y;773;0.083333333;N;212;;;34;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-2.0Si;Cu-Ni-Si alloys;95.339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;0.89;0;0;0;0;0;1223;1;0;Y;773;0.166666667;N;216;;;34;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-2.0Si;Cu-Ni-Si alloys;95.339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;0.89;0;0;0;0;0;1223;1;0;Y;773;0.333333333;N;222;;;35;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-2.0Si;Cu-Ni-Si alloys;95.339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;0.89;0;0;0;0;0;1223;1;0;Y;773;1;N;228;;;36;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-2.0Si;Cu-Ni-Si alloys;95.339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;0.89;0;0;0;0;0;1223;1;0;Y;773;2;N;233;;;38;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-2.0Si;Cu-Ni-Si alloys;95.339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;0.89;0;0;0;0;0;1223;1;0;Y;773;4;N;177;;;48;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-2.0Si;Cu-Ni-Si alloys;95.339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;0.89;0;0;0;0;0;1223;1;0;Y;773;6;N;148;;;53;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-2.0Si;Cu-Ni-Si alloys;95.339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.77;0;0;0;0.89;0;0;0;0;0;1223;1;0;Y;773;22;N;125;;;55;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;98.347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.27;0;0;0;0;0;1223;1;0;Y;773;0.033333333;N;69;;;32;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;98.347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.27;0;0;0;0;0;1223;1;0;Y;773;0.083333333;N;66;;;31;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;98.347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.27;0;0;0;0;0;1223;1;0;Y;773;0.166666667;N;69;;;31;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;98.347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.27;0;0;0;0;0;1223;1;0;Y;773;0.333333333;N;70;;;32;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;98.347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.27;0;0;0;0;0;1223;1;0;Y;773;1;N;70;;;32;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;98.347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.27;0;0;0;0;0;1223;1;0;Y;773;2;N;68;;;32;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;98.347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.27;0;0;0;0;0;1223;1;0;Y;773;4;N;68;;;32;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;98.347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.27;0;0;0;0;0;1223;1;0;Y;773;6;N;72;;;32;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;98.347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38;0;0;0;0.27;0;0;0;0;0;1223;1;0;Y;773;22;N;77;;;35;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;97.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.31;0;0;0;0.45;0;0;0;0;0;1223;1;0;Y;773;0.033333333;N;105;;;26;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;97.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.31;0;0;0;0.45;0;0;0;0;0;1223;1;0;Y;773;0.083333333;N;125;;;30;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;97.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.31;0;0;0;0.45;0;0;0;0;0;1223;1;0;Y;773;0.166666667;N;158;;;38;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;97.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.31;0;0;0;0.45;0;0;0;0;0;1223;1;0;Y;773;0.333333333;N;165;;;40;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;97.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.31;0;0;0;0.45;0;0;0;0;0;1223;1;0;Y;773;1;N;170;;;42;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;97.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.31;0;0;0;0.45;0;0;0;0;0;1223;1;0;Y;773;2;N;181;;;45;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;97.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.31;0;0;0;0.45;0;0;0;0;0;1223;1;0;Y;773;4;N;178;;;45;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;97.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.31;0;0;0;0.45;0;0;0;0;0;1223;1;0;Y;773;8;N;176;;;47;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.6Si;Cu-Ni-Si alloys;97.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.31;0;0;0;0.45;0;0;0;0;0;1223;1;0;Y;773;22;N;172;;;51;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.6Si;Cu-Ni-Si alloys;95.518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.78;0;0;0;0.71;0;0;0;0;0;1223;1;0;Y;773;0.033333333;N;179;;;30;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.6Si;Cu-Ni-Si alloys;95.518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.78;0;0;0;0.71;0;0;0;0;0;1223;1;0;Y;773;0.083333333;N;185;;;33;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.6Si;Cu-Ni-Si alloys;95.518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.78;0;0;0;0.71;0;0;0;0;0;1223;1;0;Y;773;0.166666667;N;184;;;34;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.6Si;Cu-Ni-Si alloys;95.518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.78;0;0;0;0.71;0;0;0;0;0;1223;1;0;Y;773;0.333333333;N;200;;;35;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.6Si;Cu-Ni-Si alloys;95.518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.78;0;0;0;0.71;0;0;0;0;0;1223;1;0;Y;773;1;N;192;;;35;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.6Si;Cu-Ni-Si alloys;95.518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.78;0;0;0;0.71;0;0;0;0;0;1223;1;0;Y;773;2;N;203;;;37;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.6Si;Cu-Ni-Si alloys;95.518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.78;0;0;0;0.71;0;0;0;0;0;1223;1;0;Y;773;4.5;N;154;;;41;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.6Si;Cu-Ni-Si alloys;95.518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.78;0;0;0;0.71;0;0;0;0;0;1223;1;0;Y;773;8;N;134;;;51;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.6Si;Cu-Ni-Si alloys;95.518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.78;0;0;0;0.71;0;0;0;0;0;1223;1;0;Y;773;22;N;123;;;55;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.5Si;Cu-Ni-Si alloys;98.393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.39;0;0;0;0.22;0;0;0;0;0;1223;1;0;Y;773;0.033333333;N;60;;;36;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.5Si;Cu-Ni-Si alloys;98.393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.39;0;0;0;0.22;0;0;0;0;0;1223;1;0;Y;773;0.083333333;N;64;;;36;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.5Si;Cu-Ni-Si alloys;98.393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.39;0;0;0;0.22;0;0;0;0;0;1223;1;0;Y;773;0.166666667;N;64;;;36;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.5Si;Cu-Ni-Si alloys;98.393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.39;0;0;0;0.22;0;0;0;0;0;1223;1;0;Y;773;0.333333333;N;60;;;36;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.5Si;Cu-Ni-Si alloys;98.393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.39;0;0;0;0.22;0;0;0;0;0;1223;1;0;Y;773;1;N;70;;;38;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.5Si;Cu-Ni-Si alloys;98.393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.39;0;0;0;0.22;0;0;0;0;0;1223;1;0;Y;773;2;N;61;;;37;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.5Si;Cu-Ni-Si alloys;98.393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.39;0;0;0;0.22;0;0;0;0;0;1223;1;0;Y;773;4;N;63;;;36;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.5Si;Cu-Ni-Si alloys;98.393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.39;0;0;0;0.22;0;0;0;0;0;1223;1;0;Y;773;8;N;62;;;36;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-1.5Ni-0.5Si;Cu-Ni-Si alloys;98.393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.39;0;0;0;0.22;0;0;0;0;0;1223;1;0;Y;773;22;N;64;;;36;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-0.8Si;Cu-Ni-Si alloys;93.886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;0;0;0;3.81;0;0;0;0;0;1223;1;0;Y;773;0.033333333;N;70;;;26;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-0.8Si;Cu-Ni-Si alloys;93.886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;0;0;0;3.81;0;0;0;0;0;1223;1;0;Y;773;0.083333333;N;107;;;29;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-0.8Si;Cu-Ni-Si alloys;93.886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;0;0;0;3.81;0;0;0;0;0;1223;1;0;Y;773;0.166666667;N;138;;;33;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-0.8Si;Cu-Ni-Si alloys;93.886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;0;0;0;3.81;0;0;0;0;0;1223;1;0;Y;773;0.333333333;N;158;;;39;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-0.8Si;Cu-Ni-Si alloys;93.886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;0;0;0;3.81;0;0;0;0;0;1223;1;0;Y;773;1;N;165;;;44;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-0.8Si;Cu-Ni-Si alloys;93.886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;0;0;0;3.81;0;0;0;0;0;1223;1;0;Y;773;2;N;175;;;47;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-0.8Si;Cu-Ni-Si alloys;93.886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;0;0;0;3.81;0;0;0;0;0;1223;1;0;Y;773;4;N;172;;;47;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-0.8Si;Cu-Ni-Si alloys;93.886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;0;0;0;3.81;0;0;0;0;0;1223;1;0;Y;773;6.5;N;167;;;47;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-2.5Ni-0.8Si;Cu-Ni-Si alloys;93.886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;0;0;0;3.81;0;0;0;0;0;1223;1;0;Y;773;21;N;161;;;48;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.3Si;Cu-Ni-Si alloys;95.627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.76;0;0;0;0.61;0;0;0;0;0;1223;1;0;Y;773;0.033333333;N;175;;;29;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.3Si;Cu-Ni-Si alloys;95.627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.76;0;0;0;0.61;0;0;0;0;0;1223;1;0;Y;773;0.083333333;N;185;;;31;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.3Si;Cu-Ni-Si alloys;95.627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.76;0;0;0;0.61;0;0;0;0;0;1223;1;0;Y;773;0.166666667;N;182;;;31;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.3Si;Cu-Ni-Si alloys;95.627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.76;0;0;0;0.61;0;0;0;0;0;1223;1;0;Y;773;0.333333333;N;189;;;32;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.3Si;Cu-Ni-Si alloys;95.627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.76;0;0;0;0.61;0;0;0;0;0;1223;1;0;Y;773;1;N;192;;;34;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.3Si;Cu-Ni-Si alloys;95.627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.76;0;0;0;0.61;0;0;0;0;0;1223;1;0;Y;773;2;N;205;;;39;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.3Si;Cu-Ni-Si alloys;95.627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.76;0;0;0;0.61;0;0;0;0;0;1223;1;0;Y;773;4;N;200;;;38;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.3Si;Cu-Ni-Si alloys;95.627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.76;0;0;0;0.61;0;0;0;0;0;1223;1;0;Y;773;8;N;200;;;37;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-4.0Ni-1.3Si;Cu-Ni-Si alloys;95.627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.76;0;0;0;0.61;0;0;0;0;0;1223;1;0;Y;773;70;N;122;;;47;https://doi.org/10.2320/jinstmet1952.62.4_301
Cu-3.0Ni-0.7Si;Cu-Ni-Si alloys;96.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0.7;0;0;0;0;0;1223;3;0;Y;723;0.5;N;230;;;34;https://doi.org/10.1016/j.matdes.2021.109929
Cu-2.3Ni-0.7Si-0.7Co;Cu-Ni-Si alloys;96.3;0;0;0;0;0;0.7;0;0;0;0;0;0;0;0;0;0;2.3;0;0;0;0.7;0;0;0;0;0;1223;3;0;Y;723;4;N;258;;;45;https://doi.org/10.1016/j.matdes.2021.109929
Cu-2.8Ni-0.7Si;Cu-Ni-Si alloys;96.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0.7;0;0;0;0;0;1223;2;75;N;;;Y;74;;;22;https://doi.org/10.1007/s12540-013-4002-x
Cu-2.8Ni-0.7Si;Cu-Ni-Si alloys;96.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0.7;0;0;0;0;0;1223;2;75;Y;673;1;Y;98;;;28;https://doi.org/10.1007/s12540-013-4002-x
